1.267,1.095	94.545,0.016	0.019,104.164	1.452,104.164
93.313,0.177	0.022,97.860
1.947,0.604	170.226,0.037	0.023,59.244
244.841,0.080	2.890,287.268
1.243,2.257	106.238,0.071	0.181,142.143	15.499,4.480
133.542,0.111	0.034,848.622
1.773,1.567	64.077,0.056	0.059,19.489
2.389,0.185	188.385,0.051	188.385,4.124	0.058,14.991	4.545,14.991
36.520,2.179	0.005,123.021
28.892,0.216	0.049,253.040
0.013,668.635
85.938,1.719	3.019,669.552	11.239,110.935
317.396,0.016	0.113,28.085
1.279,0.189	27.758,0.189	1.279,4.313	27.758,4.313	0.013,386.926
169.608,0.070	0.217,54.648	12.189,6.115
100.681,0.047	0.090,3.575	0.090,219.439
0.103,1.392	0.008,102.170
1.785,0.211	85.645,0.004	0.047,18.620
1.352,0.647	109.362,0.013	0.020,53.310
107.830,0.086	0.101,1.711	0.101,74.387
273.334,0.023
129.572,0.218	0.201,339.648	3.948,10.738
0.008,154.554
0.402,1.526	36.291,0.053	0.180,68.264
1.751,1.018	100.503,0.191	0.020,18.440
0.247,2.448	17.665,0.082	17.665,5.353	0.006,159.620
3.315,1.333	126.303,0.019	0.041,34.947
1.235,2.309	97.831,0.143	0.021,178.920
97.267,0.062	97.267,4.086	0.030,274.567	2.375,274.567
161.226,0.056	161.226,4.455	1.647,232.572
0.907,0.046	82.206,0.001
0.067,0.878	0.004,73.168
1.812,0.039	27.465,0.039	0.046,113.058
6.443,0.088	0.014,366.292
3.286,0.097	221.986,0.097	0.038,57.046
0.648,0.202	39.929,0.010	0.009,17.038
56.585,0.028	0.014,123.673
115.620,0.081	115.620,2.219	1.202,139.731
0.999,0.182	82.789,0.023	0.012,18.173
1.497,0.963	113.937,0.012	0.066,11.559
0.637,0.453	35.444,0.008	0.010,25.729
2.155,0.439	154.189,0.015	0.081,21.381	5.765,21.381
92.621,0.217	0.106,127.611	4.756,127.611
4.924,1.871	277.897,0.023	0.077,77.520
39.033,0.083	0.252,90.767
72.267,0.144	72.267,1.566	0.016,132.197
279.751,0.033	0.048,102.638
619.540,0.011
94.985,0.135	0.045,259.678
2.443,1.093	81.842,0.107	81.842,9.004	0.027,92.047
2.918,0.805	163.887,0.028	0.055,70.187
6.770,0.062	630.881,0.062	6.770,3.718	630.881,3.718	0.094,284.743
0.550,1.184	30.056,0.059	0.009,105.446
92.594,0.255	0.252,187.740	8.179,187.740
216.396,0.028	0.923,118.122
56.362,0.368	0.019,126.830
4.187,0.073	200.760,0.073	0.224,103.900
264.412,1.046
138.503,0.080	0.333,223.269
241.507,0.001
259.347,0.039	0.035,71.790
0.037,326.825
97.178,0.246	0.015,31.143
184.406,0.057	0.172,127.993
2.130,0.617	153.464,0.018	0.082,53.858
213.789,0.986	213.789,3.159	0.061,118.195
2.584,0.048	72.560,0.001
0.714,6.896	58.240,0.071	0.008,465.921
24.665,0.591	0.004,666.354
28.827,0.101	28.827,9.122	0.006,136.753	0.448,136.753
1.817,1.316	104.038,0.045	0.021,60.540
103.275,0.104	0.028,110.359
1.295,0.611	101.258,0.010	0.025,58.455
2.160,2.250	128.394,2.250	0.031,223.663
9.606,0.262	0.002,140.234
79.434,0.050	0.096,3.658	0.096,329.640
2.133,2.979	73.377,0.089	0.048,182.652
69.377,0.044	69.377,0.626	0.249,54.324
602.417,0.027	2.042,43.712
252.898,0.001	0.725,2.185
554.314,0.038	0.111,157.825
671.156,0.181	671.156,4.475	0.548,209.007
2.242,1.129	58.077,0.098	0.038,71.635
0.579,1.494	41.228,0.017	0.016,108.068
0.020,71.637
138.009,0.015
4.778,1.730	347.581,0.025	0.191,89.395
1.824,1.256	127.764,0.013	0.238,100.039
1.038,0.027	23.084,0.027	0.201,115.401
1.959,4.628	90.710,0.188	0.061,129.950
1.221,2.447	41.204,0.092	0.018,106.359
84.654,0.168	0.026,3.512	0.026,74.105
572.672,0.021	0.124,1.984	0.124,26.143
91.219,0.254	0.026,43.380
267.409,0.191	0.058,100.790	2.862,100.790
194.183,0.025	0.025,62.320
23.857,0.034	23.857,0.854	0.003,82.755
0.151,1.619	12.815,0.025	0.011,111.958
2.526,1.461	203.071,0.018	0.034,101.408
7.712,0.172	225.762,0.172	0.085,92.945
79.673,0.092	0.164,328.796
12.838,0.070	0.101,171.750
54.563,0.046	0.308,1.317	0.308,113.438
579.460,0.003	0.848,15.116
3.456,0.027	74.614,0.027	0.053,45.228
3.522,0.026	250.062,0.026	0.856,58.730
36.813,0.013	0.087,1.246	0.087,122.045
240.806,0.690	240.806,5.892	0.604,190.071	4.912,190.071
1.452,0.533	111.136,0.012	0.023,30.725
1.561,0.212	82.072,0.007	0.018,16.789
324.655,0.135	0.074,5.914	5.704,5.914	0.074,60.187	5.704,60.187
1.476,0.409	79.036,0.010	0.029,32.931
26.202,0.099	0.133,91.246
91.599,0.010	0.450,21.560	7.284,21.560
2.296,0.077	118.898,0.077	0.024,1.259	0.024,52.744
1.874,1.097	79.021,0.022	0.020,72.327
16.721,0.018	0.003,1.380	0.003,128.128
0.313,1.442	23.202,0.022	0.006,99.793
242.827,0.019	0.200,36.144
161.620,0.486	0.276,287.069	11.839,29.134
743.987,0.020	743.987,0.734	0.346,53.930
172.053,0.778	0.688,5.216	0.688,103.346
0.966,0.806	65.559,0.011	0.108,50.207
3.035,1.555	187.491,0.016	0.062,101.389
60.495,0.071	0.066,0.289	2.874,0.289	0.066,26.297	2.874,26.297
45.167,0.768	0.033,393.230
2.576,2.510	246.395,0.030	0.029,169.079
2.515,1.468	57.902,0.019	0.042,69.783
280.088,0.015	0.209,108.818
0.590,5.030	32.629,0.051	0.052,82.934
89.996,0.112	0.085,102.288
4.314,0.026	72.325,0.026	0.198,2.283	0.198,162.618
1.287,1.838	109.723,0.024	0.016,51.491
0.001,3.045	0.001,40.763
2.000,0.742	100.441,0.042	0.049,60.431
3.791,0.022	140.146,0.022	0.040,78.242
161.086,0.035	1.624,2.058	1.624,203.851
1.506,0.327	84.827,0.011	0.019,26.412
202.735,0.057	202.735,1.647	0.180,92.756
2.974,0.645	100.169,0.026	100.169,2.115	0.070,52.825
404.858,0.020	0.104,109.726
0.701,0.168	59.601,0.004	0.007,11.803
1.524,1.543	113.738,0.016	0.125,28.170
66.593,0.140	0.013,7.734	0.013,164.282
0.912,0.991	45.004,0.015	0.010,38.933
11.992,0.017	0.023,1.531	0.023,110.286
298.219,2.567	0.076,135.420
9.362,0.002	821.423,0.002
194.904,0.071	0.162,208.665
3.294,6.293	171.728,0.105	0.157,617.230
136.736,0.027	1.039,100.625
0.694,0.582	40.957,0.582	0.023,340.652
1.055,0.158	37.183,0.002	0.159,13.986
1.030,0.768	63.561,0.040	0.035,44.410
0.583,0.569
127.525,0.122	0.014,372.623
1.536,2.695	127.221,0.031	0.020,256.063	1.637,256.063
28.323,0.120	0.032,118.474
4.965,0.003	119.484,0.003	0.786,19.811
4.488,0.288	118.554,0.288	4.488,3.075	118.554,3.075	0.163,270.068
33.389,0.840	0.017,375.122
308.275,0.002	0.161,14.460	3.499,14.460
37.433,0.247	0.067,6.335	0.067,104.190
35.932,0.019	0.040,54.936	0.946,54.936
0.726,0.414	30.053,0.054	30.053,1.768	0.012,13.449
356.900,0.039	0.356,80.433
1.426,3.172	53.218,0.036	0.015,216.515
223.476,0.101	0.421,5.190	0.421,34.433
0.343,1.172	33.597,0.022	0.012,7.547
2.733,0.015	219.113,0.015	0.043,0.480	0.043,33.242
0.581,0.259	41.274,0.003	0.017,13.337
282.349,0.018	0.074,111.625
2.496,2.583	170.067,0.045	0.026,120.805
2.629,0.067	199.344,0.001
140.685,0.112	0.039,533.684	3.487,533.684
48.148,0.442	0.022,45.420	2.135,45.420
0.690,0.295	50.160,0.003	0.022,11.972
210.577,0.131	0.127,88.364	10.612,3.420
0.359,1.644	9.346,0.022	0.004,19.253
78.732,0.213	0.017,247.284
555.966,0.043	0.258,42.407
821.410,0.070
248.128,0.057	0.183,38.489
3.010,0.765	192.861,0.009	0.173,57.133
46.642,0.003	1.213,9.148
0.051,209.236	1.371,209.236
76.429,0.120	0.040,195.590
0.014,243.746
115.738,0.109	0.065,96.663
3.722,0.011	159.896,0.011	0.082,1.056	0.082,99.276
330.256,0.065	0.396,60.195
0.063,0.678	3.875,0.075	0.001,58.105
2.786,0.316	128.949,0.004	0.060,20.020
152.014,0.033	0.322,1.567	0.322,136.258
153.083,0.454	0.208,3.094	1.914,3.094	0.208,45.472	1.914,45.472
138.866,0.008	0.023,72.276	1.405,72.276
2.485,0.141	173.665,0.141	0.034,62.110
57.715,0.021	0.030,69.525	2.279,69.525
56.034,0.192	0.022,65.510
8.145,0.009	43.006,0.009	0.787,19.716
91.844,0.028	0.029,2.596	2.758,2.596	0.029,101.843	2.758,101.843
622.518,0.078
142.917,0.026	0.071,2.309	0.071,10.971
0.312,1.206	30.095,0.013	0.006,53.364
1.976,1.170	99.953,0.190	0.080,93.826
2.383,1.314	229.242,1.314	0.035,886.730
1.235,0.660	88.622,0.025	0.014,39.025
544.077,0.011	0.997,15.723
166.020,0.006	0.335,22.011
0.570,2.321	31.596,0.030	0.007,144.866
1.011,1.152	58.601,0.095	58.601,9.065	0.040,109.626
14.136,0.031	0.003,77.341	0.150,77.341
1.504,2.540	97.815,0.040	0.099,29.379
42.915,0.832	0.070,181.393
1.925,1.073	57.788,0.014	0.049,57.129
0.565,0.894	19.565,0.012	0.006,56.285
0.243,7.734	15.079,0.083	0.037,494.218
106.691,0.328	0.013,202.325
351.911,0.060	1.851,38.648
17.001,0.065	0.004,3.833	0.004,56.310
1.078,0.015	61.277,0.015	0.019,61.936
67.027,0.103	0.017,4.742	0.017,211.210
142.401,0.001
0.511,0.886	40.345,0.076	0.009,74.776
0.119,0.940	0.003,78.080
0.856,1.788	43.503,0.020	0.013,81.301
4.309,0.112	420.416,0.112	0.045,201.398
61.859,0.026	0.049,0.747	0.049,41.321
109.761,0.238	0.014,185.846	1.222,185.846
0.510,0.229	41.783,0.003	0.011,12.443
0.735,3.063	31.435,0.050	0.265,34.364
76.390,0.025	0.019,85.941
103.065,0.134	0.030,199.915
346.512,0.008
1.890,1.368	154.757,0.017	0.065,86.026	5.296,86.026
75.810,0.058	0.011,258.769	0.931,258.769
132.983,0.016	0.028,96.859
96.025,0.014	0.013,105.846	1.081,105.846
1.394,2.005	103.513,0.226	103.513,7.736	0.230,68.616
1.129,0.124	60.620,0.001	0.016,10.301
497.736,0.018	497.736,1.650	0.219,51.350
0.255,0.918	18.492,0.024	0.003,59.271
4.256,4.590	214.819,0.136	1.018,66.083
1.009,0.020	94.268,0.020	0.012,63.911
1.338,0.021	106.779,0.021	1.338,1.646	106.779,1.646	0.027,85.680
0.674,2.166	29.759,0.031	0.216,151.571
1.290,2.856	0.015,115.551
0.661,0.327	53.850,0.005	0.007,28.568
484.272,0.065	484.272,5.211	5.222,137.564
3.341,0.734	52.535,0.734	0.048,54.912
34.407,0.195	0.009,7.692	0.348,7.692	0.009,123.968	0.348,123.968
3.320,0.053	86.231,0.053	0.143,78.440
72.517,0.007	0.062,14.879
70.929,0.021	0.124,31.208	3.003,31.208
1.627,0.908	127.762,0.012	0.089,68.320	6.998,68.320
6.862,0.091	183.462,0.091	0.152,53.877
1.275,0.127	126.333,0.011	0.028,10.523
4.602,0.015	61.216,0.015	4.602,1.313	61.216,1.313	0.308,75.115
91.497,0.080	0.036,41.670
52.640,0.024	0.139,130.214
232.674,0.037	0.141,31.513
2.615,1.361	177.676,0.014	0.034,84.870
18.475,0.024	0.018,37.534	0.341,37.534
30.684,0.067	0.113,125.286
0.035,289.593
6.630,0.522	19.149,0.322	0.138,25.917
1.681,0.594	80.067,0.010	0.035,20.702
0.476,0.889	43.124,0.014	0.010,87.521
111.888,0.125	0.021,102.875
288.987,0.037	0.539,2.950	3.587,2.950	0.539,242.306	3.587,242.306
77.826,0.100	0.014,4.670	0.014,26.068
0.338,0.614	20.835,0.014	0.057,47.173
1.362,2.498	113.558,0.050	0.016,68.496
62.904,0.168	0.009,549.570
94.674,0.026	0.150,105.352
490.197,0.008	490.197,0.629	0.205,34.504
147.523,0.109	0.106,75.645	10.345,1.159
7.793,3.337	0.407,546.217
85.303,0.085	0.205,106.305	12.920,5.549
0.889,2.951	74.661,1.258	0.009,143.148
0.026,95.644
0.312,0.599	29.274,0.010	0.006,49.911
137.210,0.003	0.027,9.358	1.667,9.358
0.836,0.363	25.370,0.073	0.299,18.454	9.067,3.697
237.657,0.006	1.551,19.321
0.045,124.489
331.176,0.030	0.056,21.671	5.161,21.671
125.054,0.286	0.030,63.163	1.465,63.163
39.652,3.256	0.023,197.486
98.192,0.016	0.045,91.840	1.622,91.840
59.799,0.096	59.799,2.717	0.022,67.286
41.343,0.228	0.013,267.279
0.003,378.960
1.083,6.914	84.117,1.082	0.013,100.961
1.955,0.216	154.042,0.003	1.955,6.175
29.039,0.593	0.004,239.917
3.069,0.049	215.254,0.049	0.060,98.822
1.139,0.541	85.110,0.206	0.035,44.519
144.484,0.046	0.050,4.449	0.050,370.697
186.560,0.006	0.027,0.471	0.027,40.822
63.263,0.040	63.263,3.701	0.034,209.449
28.919,0.049	0.041,129.051
6.196,2.282	84.877,0.079	84.877,4.580	0.064,131.929
69.083,0.031	69.083,2.639	0.137,251.984
0.889,0.058	42.957,0.058	0.010,126.401
279.070,0.022	279.070,2.038	0.065,47.026
50.322,0.098	0.006,85.698
0.333,0.841	17.579,0.021	0.004,68.602
42.428,0.522	0.008,333.571
5.613,0.015	170.020,0.015	0.156,71.838
2.191,2.110	101.748,0.021	0.027,84.150
0.326,1.451	27.057,0.015	0.012,71.935
0.044,55.484
1.430,0.168	80.586,0.002	1.430,7.813
148.410,0.053	148.410,2.680	0.019,222.303
0.326,0.431	20.470,0.006
254.466,0.097	254.466,8.146	0.118,127.018
165.791,0.615	0.031,152.300
19.944,0.098	19.944,2.630	0.013,101.472
43.983,0.039	0.021,98.175	1.150,98.175
57.915,0.077	0.125,253.955
2.193,0.013	157.542,0.013	0.041,76.296
169.401,0.012	0.061,72.786	1.852,72.786
3.149,1.665	28.906,0.024	0.766,149.161
59.516,0.049	0.033,190.282	0.925,190.282
100.633,0.050	0.240,36.458
2.878,0.030	89.474,0.030	0.033,58.077
121.898,0.150	0.369,379.316	17.825,11.266
3.775,0.515	216.592,0.059	0.053,44.962
70.850,0.078	0.015,147.940
272.135,0.997	2.452,98.330
0.195,1.212	18.012,0.031	0.003,64.758
102.362,0.071	0.047,19.869	1.428,19.869
235.310,0.122	0.189,104.515
104.878,0.006	0.039,51.672
497.498,1.400	0.391,5.139	0.391,81.813	7.924,22.282
0.083,692.908	3.341,692.908
73.686,0.002	0.107,11.384
6.358,0.048	448.018,0.048	0.069,18.057
3.158,6.024	145.920,0.096	0.177,43.363
0.976,0.032	75.778,0.032	0.019,1.651	0.019,136.266
274.520,0.057	274.520,2.461	5.623,185.029
454.938,0.853	0.131,211.955
332.428,0.150	332.428,4.207	0.773,32.521
118.747,0.015	0.379,8.795
5.483,0.418	52.415,0.418	0.254,210.374
14.168,0.396	0.008,642.954
14.168,0.823	0.008,642.954
36.808,0.025	0.005,1.225	0.005,57.876
1.192,0.708	67.156,0.017	0.016,38.769
290.330,0.071	0.202,163.784
1.500,0.214	79.049,0.214	0.220,27.433	11.573,17.879
103.829,0.130	0.269,5.772	2.260,5.772	0.269,116.186	2.260,116.186
103.829,0.310	0.269,2.607	2.260,2.607	0.269,116.186	2.260,116.186
0.401,0.831	27.463,0.023	0.013,66.075
7.608,0.743	0.054,51.337
0.533,0.135	21.682,0.003	0.058,13.201
31.714,0.023	0.025,1.567	0.025,111.098
40.994,3.591	0.016,232.588
186.996,0.133	0.027,101.224	2.383,101.224
134.925,0.305	0.175,148.202
113.895,0.167	0.031,270.950
68.318,0.107	0.030,19.167
0.419,2.215	18.631,0.025	0.005,177.536
1.657,1.372	70.294,0.036	0.071,103.863	2.996,103.863
0.842,2.297	8.923,0.023	0.017,60.126
3.582,0.014	96.482,0.014	0.217,98.764
0.046,0.731	0.001,29.412
144.908,0.165	0.156,369.847	15.021,12.405
40.468,0.170	0.223,202.130	0.745,202.130
20.123,0.174	0.008,383.887
2.786,0.562	114.443,0.007	0.042,40.343
0.005,2.703	0.005,45.968
311.814,0.379	0.982,424.142	49.983,35.552
29.472,0.064	29.472,3.171	0.052,103.926
0.268,0.334	23.575,0.334	0.005,57.032
18.257,0.162	0.039,171.289
1.712,0.131	133.673,0.131	0.049,179.906
132.252,0.862	0.022,568.678
69.174,0.103	0.060,83.396
1.025,1.382	94.994,0.021	0.025,84.882
223.332,0.005	0.391,16.290
2.899,1.003	180.225,0.012	0.119,41.361	7.387,41.361
69.376,0.050	0.025,122.362
74.381,0.004	0.036,17.035
88.688,0.016	0.332,134.647
146.494,1.196	0.026,139.004	2.612,139.004
2.007,0.048	102.253,0.048	2.007,2.302	102.253,2.302	0.027,133.633
126.136,0.048	0.093,317.418
6.424,0.287	0.226,72.852	6.424,16.116
0.774,2.530	34.026,0.031	0.014,75.721
12.912,0.330	0.002,80.403
1.081,0.152	10.049,0.005	1.081,3.527
239.804,0.736	0.159,146.423	10.076,6.195
104.772,0.121	0.067,109.404
5.761,0.013	132.523,0.013	0.092,26.797
169.595,0.003	0.175,13.569
3.020,0.016	48.315,0.016	0.032,27.159
1.813,1.404	46.269,0.062	0.043,127.611
221.270,0.331	0.040,97.813
1.252,0.364	60.803,0.004	0.013,21.229
263.246,0.010	3.300,40.355
0.688,8.221	57.297,0.122	0.007,440.161
1.808,0.111	95.419,0.002	1.808,9.103
1.709,3.907	155.437,0.093	0.018,55.439
353.437,0.102	1.320,117.623	23.653,2.776
280.460,0.015	0.284,34.403
94.101,0.192	0.107,7.955	0.107,86.230
1.741,0.179	125.101,0.028	0.080,8.236
3.396,0.021	168.200,0.021	0.048,62.004
0.399,2.265	36.504,0.029	0.004,80.402
1.255,0.970	111.306,0.032	0.023,47.337
2.909,0.165	42.843,0.003	0.089,12.472
1.079,0.520	94.739,0.006	0.034,17.354
77.121,0.037	0.010,1.310	0.913,1.310	0.010,76.075	0.913,76.075
0.150,4.612	5.766,4.612	0.002,395.121
1.656,3.670	57.746,0.042	0.035,280.535
1.721,0.141	56.681,0.141	0.020,4.436	0.020,164.041
227.314,0.074	0.832,358.910
268.825,0.206	4.893,8.343	23.445,8.343
325.192,0.368	0.341,5.424	0.341,107.061
0.237,3.239	14.969,0.110	14.969,4.781	0.004,141.162
53.391,0.027	0.014,1.046	0.014,83.270
0.080,0.690	6.863,0.016	0.002,68.286
11.901,0.317	0.003,140.484
24.652,0.026	24.652,1.665	0.025,163.225
1.062,0.550	95.919,0.057	0.024,53.242
89.115,0.012	0.012,0.584	0.012,5.392
70.189,0.036
0.352,0.454	20.125,0.005	0.005,40.139
0.005,75.966
364.019,0.149	0.095,147.052	6.752,147.052
0.677,1.124	51.250,0.012	0.086,75.167
92.068,0.022	0.176,71.234
709.415,0.080	0.265,103.528
89.150,0.029	0.046,98.536	1.533,98.536
1.428,2.799	88.396,0.062	0.052,184.210	3.201,184.210
166.555,0.188	0.027,7.706	0.027,257.598
0.389,1.830	16.102,0.143	0.026,124.434
150.683,0.033	0.095,212.187
107.325,0.403	0.042,171.997	2.374,171.997
0.028,333.481	2.572,25.717
3.726,0.038	197.329,0.038	0.270,149.355
4.657,0.002	245.698,0.002
1.385,3.122	87.894,0.237	0.026,269.126
59.509,0.103	0.034,148.464
532.307,0.343	532.307,4.182
54.721,0.082	0.015,82.106
84.778,0.133	0.307,204.358
151.439,0.141	0.025,3.732	0.025,121.070
311.032,0.411	0.242,418.394
198.224,0.140	0.098,5.529	0.098,34.020
3.005,0.074	81.416,0.074	0.031,2.643	0.031,56.076
35.873,0.043	35.873,2.842	0.007,173.735
102.311,0.384	102.311,4.438	0.218,334.526
157.024,0.023	0.025,49.296	2.320,49.296
0.106,0.129	6.708,0.002	0.001,11.932
54.546,0.030	54.546,2.696	0.033,142.659
0.099,142.659
240.579,0.021	0.334,119.559	6.827,119.559
0.124,1.502	10.084,0.283	0.004,73.639
1.810,5.271	152.952,0.061	0.026,448.605
0.427,0.311	31.757,0.004	0.005,31.026
106.105,0.048	0.073,114.063	1.331,114.063
16.179,0.428	0.032,443.301
7.172,0.052	458.827,0.052	0.076,122.782
88.655,0.038	0.026,84.096
5.776,0.015	119.022,0.015	0.100,76.421
0.347,0.375	27.977,0.004	0.004,33.174
73.533,0.254	0.079,153.094
0.381,0.287	31.906,0.007	0.006,22.845	0.462,22.845
0.858,0.238	39.406,0.009	0.020,13.204
25.511,0.138	0.017,91.671
1.776,0.489	52.234,0.006	0.130,24.532
93.600,2.250	0.092,104.195	4.918,104.195
0.835,2.628	51.824,0.066	0.029,54.701
0.851,0.705	43.383,0.040	43.383,3.416	0.013,60.668
0.003,581.771
40.051,0.309	40.051,2.592	0.081,85.437
143.001,0.459	0.020,1.957	0.020,117.781
0.204,1.395	18.049,0.026	0.002,136.755
218.021,0.600	0.123,201.868
5.424,0.310	202.172,0.310	0.081,223.905
47.331,0.006	0.034,29.464	2.240,29.464
139.598,0.089	0.042,4.698	0.042,142.978
637.614,0.004	1.372,6.502
3.175,0.077	41.006,0.077	0.045,79.606
164.899,0.586	0.056,254.649	1.809,254.649
31.657,0.038	0.111,1.127	0.111,106.733
0.009,2.217	0.009,171.568
2.463,1.567	179.696,0.033	0.031,96.576
211.362,0.185	0.043,5.750	0.043,119.476
55.884,0.051	0.008,4.318	0.008,255.285
32.206,0.090	0.120,14.824	1.872,14.824
528.796,0.017	0.666,52.909
295.297,0.023	0.139,100.731
9.418,0.030	9.418,2.801	0.024,142.371
123.035,0.048	0.130,1.740	0.130,118.438
81.853,0.014	0.038,54.768	1.521,54.768
0.243,0.426	21.106,0.009	0.002,36.485
250.134,0.141	250.134,2.113	0.073,74.696
36.023,0.010	0.008,27.374
0.018,221.366
0.586,0.710	53.375,0.014	0.017,39.662
587.396,0.017	1.501,101.213
3.206,0.006	209.518,0.006	0.042,15.204
10.856,0.194	0.008,438.218
5.872,0.017	57.953,0.017	5.872,1.254	57.953,1.254	0.076,64.276
140.018,0.025	0.034,52.746
208.918,0.101	0.031,7.128	2.346,7.128	0.031,88.754	2.346,88.754
57.953,0.127	0.179,64.276	13.782,6.512
33.915,0.159	0.046,46.727
143.391,0.084	143.391,2.927	0.393,279.574
88.852,0.024	88.852,1.640	0.051,140.429
274.958,0.096	0.321,86.035
51.365,0.057	0.009,1.452	0.009,124.466
81.136,0.020	0.496,64.819
1.343,1.759	128.045,0.024	0.044,30.111	4.161,30.111
353.842,0.039
405.996,0.000
809.834,0.073	0.185,270.089	15.503,6.687
122.017,0.226	0.903,260.020	31.539,6.259
41.950,0.015	2.851,100.394
162.808,0.070	0.275,52.472	3.423,52.472
276.172,0.021
4.321,0.428	113.792,0.013	0.361,40.354
0.226,0.911	8.974,0.911	0.003,58.107
1.893,0.143	110.024,0.001
0.774,0.706	13.919,0.036	0.018,59.517
75.205,0.025	0.054,132.990
0.001,389.006
64.239,0.747	64.239,8.669	0.107,736.314
2.109,0.683	133.702,0.010	0.054,56.609
76.357,0.313	0.017,5.906	0.017,70.271
87.278,0.222	0.096,6.361	0.096,254.369
278.069,0.061	278.069,1.967	0.034,84.378
1.636,3.108	100.142,0.074	0.076,175.644
336.020,0.130	336.020,7.600	0.418,29.460
418.960,0.387	418.960,1.963	0.130,147.658
1.278,1.433	113.435,0.116	0.024,100.826
105.805,0.017	0.727,28.411
75.774,0.147	0.048,265.203
51.445,0.344	0.008,410.981
92.313,0.222	0.421,53.120
164.802,0.399	0.098,112.237	5.791,112.237
15.379,0.030	0.005,2.530	0.005,173.995
0.692,1.073	48.928,0.011	0.042,81.631
3.483,0.233	339.884,0.003	0.039,21.473	3.839,21.473
82.697,0.047	0.167,42.255
34.358,0.140	0.006,378.627
0.787,0.633	54.212,0.009	0.067,18.441	4.588,18.441
1.928,1.000	102.040,0.015	0.053,68.627
358.285,0.002
0.332,6.372	26.457,0.174	0.004,66.211
110.368,0.532	0.081,200.286
52.328,0.205	0.160,280.473
0.903,0.128	57.889,0.018	0.015,7.998
2.348,0.139	61.482,0.002	0.069,6.642
3.116,0.241	216.263,0.003	0.779,21.486
65.006,0.296	5.757,85.807
1.005,0.689	90.406,0.010	0.012,31.758
20.056,0.092	0.118,5.707	0.118,411.251
81.436,0.082	0.159,13.709
0.002,0.941	0.002,5.338
103.256,0.142	0.017,273.790
4.233,0.136	300.361,0.136	0.086,112.560	6.096,6.062
1.338,0.465	78.669,0.014	0.016,38.938
1.549,1.416	25.598,0.215	0.029,87.012
0.128,0.701	12.292,0.014	0.005,36.334
2.442,0.064	84.435,0.064	0.039,321.693
96.859,0.100	0.056,125.415
151.232,0.019	0.166,66.278
52.030,0.100	0.017,5.553	0.017,308.205
389.583,0.097	0.192,340.735	13.417,7.517
3.024,0.075	178.587,0.003	0.425,6.989
55.224,0.039	0.022,1.966	0.022,42.736
101.355,0.004	0.430,8.529	1.658,8.529
2.212,0.870	0.271,54.609
255.264,0.007	0.114,57.922
0.039,187.675	0.812,187.675
62.740,0.096	62.740,5.350	0.016,166.063	1.193,166.063
1.995,2.126	35.534,0.334	0.024,185.477
1.229,1.106	60.431,0.011	0.030,68.765
5.744,0.181	99.906,0.181	0.108,298.683
103.357,0.251	0.041,140.208
238.113,0.044	0.055,236.856
466.894,0.020	0.530,103.575
0.169,0.300	5.343,0.007	0.005,19.263
60.613,0.069	0.055,46.973	4.592,46.973
4.650,0.241	89.069,0.004	0.065,13.762
137.286,0.013	0.935,67.891
0.081,1.130	4.556,0.023	0.001,22.185
171.998,0.055	3.521,39.719
2.214,1.551	208.615,0.235	0.222,46.007
1.906,5.741	98.183,5.741	0.020,197.657
2.291,0.185	98.900,0.005	2.291,3.289
394.282,0.028	394.282,1.749
28.823,0.112	0.009,0.517	0.009,35.654
1.582,0.203	117.386,0.203	0.183,4.494	0.183,206.750	13.616,9.335
0.763,1.308	32.349,0.036	0.028,43.837
124.900,0.032	0.149,47.514
172.046,0.046	0.106,69.245	4.253,69.245
0.517,0.551	20.700,0.066	0.016,17.714
3.112,0.222	293.793,0.222	0.160,421.141	15.079,11.786
0.242,0.035	7.477,0.001
45.047,0.006	0.032,37.508
1.234,4.173	95.227,0.051	0.013,119.501
1.705,0.102	148.508,0.033	0.097,9.198
2.701,2.114	67.246,0.024	0.136,133.645
1.903,0.666	140.536,0.013	0.028,45.444
0.103,1.208	0.075,36.548
74.628,0.028	0.037,2.405	0.037,132.299
230.639,0.027	0.084,1.573	0.084,57.104
36.563,0.065	0.021,43.081
92.691,0.027	0.392,87.122
5.383,0.023	210.544,0.023	0.074,70.986
84.663,1.422	84.663,5.894	0.015,431.369	0.933,431.369
81.622,0.190	0.018,7.275	0.018,153.990
2.693,0.196	69.063,0.196	0.090,240.645
